"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 26 15:46:29 GMT 2021","Mon Jul 26 15:46:36 GMT 2021","6841","tests","test_login","","","","test_login",""
