"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jul 24 08:55:57 GMT 2021","Sat Jul 24 08:55:57 GMT 2021","446","tests","test_login_logout","","","","test_login_logout",""
"broken","Sat Jul 24 08:55:55 GMT 2021","Sat Jul 24 08:55:55 GMT 2021","0","seleniumide-tests","test_registration","TestRegistration","","","test_registration",""
